ts,username,token_index,word,action,strategy,segments,tags,subtypes,codes,new_codes,comment
2026-03-12T09:45:20+00:00,annotator1,65,yoqdi,update,primary,yoqd|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:45:21+00:00,annotator1,70,ikkinchi,update,primary,ikkinch|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:45:22+00:00,annotator1,75,qabul,update,primary,qabul,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:23+00:00,annotator1,80,nazarda,update,primary,nazar|da,ROOT|CASE,|,ROOT|SF030,0.0.0.0|3.3.3.3,
2026-03-12T09:45:25+00:00,annotator1,85,belgilangan,update,primary,belgilangan,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:25+00:00,annotator1,90,qismi,update,primary,qismi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:26+00:00,annotator1,95,jarima,update,primary,jarima,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:28+00:00,annotator1,100,vazirligi,update,primary,vazirligi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:29+00:00,annotator1,105,besh,update,primary,besh,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:30+00:00,annotator1,110,foydalanish,update,primary,foydalanish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:31+00:00,annotator1,115,muvofiq,update,primary,muvofiq,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:31+00:00,annotator1,120,koʻrib,update,primary,koʻrib,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:34+00:00,annotator1,125,bolalar,update,primary,bolalar,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:34+00:00,annotator1,130,shaxslar,update,primary,shaxslar,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:35+00:00,annotator1,135,oʻn,update,primary,oʻn,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:36+00:00,annotator1,140,oshirish,update,primary,oshirish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:36+00:00,annotator1,145,hal,update,primary,hal,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:37+00:00,annotator1,150,hujjatlarida,update,manual,hujjatlarida,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:38+00:00,annotator1,155,organlari,update,primary,organlari,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:39+00:00,annotator1,160,saqlash,update,primary,saqlash,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:39+00:00,annotator1,165,ikki,update,primary,ikki,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:40+00:00,annotator1,170,bosh,update,primary,bosh,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:41+00:00,annotator1,175,ozodlikdan,update,primary,ozodlikdan,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:41+00:00,annotator1,180,qht,update,primary,qht,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:42+00:00,annotator1,185,ularni,update,primary,ularni,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:42+00:00,annotator1,190,yer,update,primary,yer,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:44+00:00,annotator1,195,maxsus,update,primary,maxsus,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:45+00:00,annotator1,200,nomi,update,primary,nomi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:45+00:00,annotator1,205,yuz,update,primary,yuz,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:46+00:00,annotator1,210,haqining,update,primary,haqining,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:47+00:00,annotator1,215,ishni,update,primary,ishni,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:48+00:00,annotator1,220,qarorining,update,primary,qarorining,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:45:49+00:00,annotator1,225,quyidagi,update,primary,quyidagi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:11+00:00,annotator1,0,taklif,update,primary,taklif,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:12+00:00,annotator1,5,va,update,primary,va,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:13+00:00,annotator1,10,uchun,update,primary,uchun,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:15+00:00,annotator1,15,olishhujjatga,delete,primary,olishhujjat|ga,ROOT|CASE,|,ROOT|SF030,0.0.0.0|3.3.3.3,
2026-03-12T09:49:16+00:00,annotator1,20,qonun,update,primary,qonun,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:18+00:00,annotator1,25,yil,update,primary,yil,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:19+00:00,annotator1,30,etish,update,primary,etish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:21+00:00,annotator1,35,vazirlar,update,primary,vazir|lar,ROOT|INFLECTION,|,ROOT|SF001,0.0.0.0|1.1.1.1,
2026-03-12T09:49:23+00:00,annotator1,40,qonunchilik,update,primary,qonunchilik,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:27+00:00,annotator1,45,soʻzlari,update,primary,soʻz|lar|i,ROOT|INFLECTION|POSSESSIVE,||,ROOT|SF001|SF010,0.0.0.0|1.1.1.1|2.2.2.2,
2026-03-12T09:49:28+00:00,annotator1,50,faoliyat,update,primary,faoliyat,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:31+00:00,annotator1,55,raqamini,update,primary,raqam|i|ni,ROOT|POSSESSIVE|CASE,||,ROOT|SF010|SF030,0.0.0.0|2.2.2.2|3.3.3.3,
2026-03-12T09:49:32+00:00,annotator1,60,o'zbekiston,update,primary,o'zbekiston,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:34+00:00,annotator1,65,yoqdi,update,primary,yoqd|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:49:35+00:00,annotator1,70,ikkinchi,update,primary,ikkinch|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:49:36+00:00,annotator1,75,qabul,update,primary,qabul,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:37+00:00,annotator1,80,nazarda,update,primary,nazar|da,ROOT|CASE,|,ROOT|SF030,0.0.0.0|3.3.3.3,
2026-03-12T09:49:39+00:00,annotator1,85,belgilangan,update,primary,belgilangan,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:40+00:00,annotator1,90,qismi,update,primary,qismi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:41+00:00,annotator1,95,jarima,update,primary,jarima,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:42+00:00,annotator1,100,vazirligi,update,primary,vazirligi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:43+00:00,annotator1,105,besh,update,primary,besh,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:43+00:00,annotator1,110,foydalanish,update,primary,foydalanish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:44+00:00,annotator1,115,muvofiq,update,primary,muvofiq,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:45+00:00,annotator1,120,koʻrib,update,primary,koʻrib,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:49:45+00:00,annotator1,125,bolalar,update,primary,bolalar,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:49+00:00,annotator1,130,shaxslar,update,primary,shaxslar,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:50+00:00,annotator1,135,oʻn,update,primary,oʻn,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:51+00:00,annotator1,140,oshirish,update,primary,oshirish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:51+00:00,annotator1,145,hal,update,primary,hal,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:52+00:00,annotator1,150,hujjatlarida,update,manual,hujjatlarida,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:50:53+00:00,annotator1,155,organlari,update,primary,organlari,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:30+00:00,annotator1,0,taklif,update,primary,taklif,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:31+00:00,annotator1,5,va,update,primary,va,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:32+00:00,annotator1,10,uchun,update,primary,uchun,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:34+00:00,annotator1,15,olishhujjatga,delete,primary,olishhujjat|ga,ROOT|CASE,|,ROOT|SF030,0.0.0.0|3.3.3.3,
2026-03-12T09:54:35+00:00,annotator1,20,qonun,update,primary,qonun,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:36+00:00,annotator1,25,yil,update,primary,yil,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:37+00:00,annotator1,30,etish,update,primary,etish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:39+00:00,annotator1,35,vazirlar,update,primary,vazir|lar,ROOT|INFLECTION,|,ROOT|SF001,0.0.0.0|1.1.1.1,
2026-03-12T09:54:42+00:00,annotator1,40,qonunchilik,update,primary,qonunchilik,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:54:50+00:00,annotator1,45,soʻzlari,update,primary,soʻz|lar|i,ROOT|INFLECTION|POSSESSIVE,||,ROOT|SF001|SF010,0.0.0.0|1.1.1.1|2.2.2.2,
2026-03-12T09:54:52+00:00,annotator1,50,faoliyat,update,primary,faoliyat,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:55:50+00:00,annotator1,55,raqamini,update,primary,raqam|i|lik,ROOT|POSSESSIVE|DERIVATIONAL,||,ROOT|SF010|SF100,0.0.0.0|2.2.2.2|4.4.4.4,
2026-03-12T09:56:32+00:00,annotator1,60,o'zbekiston,update,primary,o'zbekiston,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:56:34+00:00,annotator1,65,yoqdi,delete,primary,yoqd|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:56:36+00:00,annotator1,70,ikkinchi,delete,primary,ikkinch|i,ROOT|POSSESSIVE,|,ROOT|SF010,0.0.0.0|2.2.2.2,
2026-03-12T09:56:37+00:00,annotator1,75,qabul,update,primary,qabul,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:56:40+00:00,annotator1,80,nazarda,update,primary,nazar|da,ROOT|CASE,|,ROOT|SF030,0.0.0.0|3.3.3.3,
2026-03-12T09:56:44+00:00,annotator1,85,belgilangan,update,primary,belgilangan,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:56:46+00:00,annotator1,90,qismi,update,primary,qismi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:56:48+00:00,annotator1,95,jarima,update,primary,jarima,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:11+00:00,annotator1,100,vazirligi,update,primary,vazirligi,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:12+00:00,annotator1,105,besh,update,primary,besh,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:15+00:00,annotator1,110,foydalanish,update,primary,foydalanish,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:16+00:00,annotator1,115,muvofiq,update,primary,muvofiq,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:17+00:00,annotator1,120,koʻrib,update,primary,koʻrib,ROOT,,ROOT,0.0.0.0,
2026-03-12T09:57:18+00:00,annotator1,125,bolalar,update,primary,bolalar,ROOT,,ROOT,0.0.0.0,
2026-03-12T15:31:41+00:00,annotator1,130,shaxslar,update,primary,shaxslar,ROOT,,ROOT,0.0.0.0,
2026-03-12T15:31:42+00:00,annotator1,135,oʻn,update,primary,oʻn,ROOT,,ROOT,0.0.0.0,
2026-03-12T16:33:35+00:00,annotator1,140,oshirish,update,primary,osh|ir|ish,ROOT|VERB|VERB,|CAUS|RECIP,ROOT|SF406|SF408,0.0.0.0|6.6.6.6|6.6.6.6,
2026-03-12T16:33:37+00:00,annotator1,145,hal,update,primary,hal,ROOT,,ROOT,0.0.0.0,
2026-03-12T16:34:48+00:00,annotator1,150,hujjatlarida,delete,manual,hujjatlarida,ROOT,,ROOT,0.0.0.0,
2026-03-12T16:34:55+00:00,annotator1,155,organlari,update,primary,organ|lar|i,ROOT|INFLECTION|POSSESSIVE,|PL|P3SG,ROOT|SF001|SF020,0.0.0.0|1.1.1.1|2.2.2.2,
2026-03-12T16:35:07+00:00,annotator1,160,saqlash,update,primary,saqlash,ROOT,,ROOT,0.0.0.0,
2026-03-12T16:38:30+00:00,annotator1,165,ikki,update,primary,ikki,ROOT,,ROOT,0.0.0.0,
2026-03-12T16:38:31+00:00,annotator1,170,bosh,update,primary,bosh,ROOT,,ROOT,0.0.0.0,
2026-03-12T21:55:00+00:00,annotator1,9999,testword,save,primary,test|lar,ROOT|INFLECTION,|PL,ROOT|SF001,0.0.0.0|1.1.1.1,izoh test
2026-03-13T15:33:46+00:00,annotator1,175,ozodlikdan,update,primary,ozod|lik|dan,ROOT|DERIVATIONAL|CASE,|ABSTRACT|ABL,ROOT|SF103|SF037,0.0.0.0|4.4.4.4|3.3.3.3,
2026-03-13T15:33:49+00:00,annotator1,180,qht,delete,primary,qht,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:33:55+00:00,annotator1,185,ularni,delete,primary,ularn|i,ROOT|POSSESSIVE,|P3SG,ROOT|SF020,0.0.0.0|2.2.2.2,
2026-03-13T15:33:57+00:00,annotator1,190,yer,update,primary,yer,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:34:01+00:00,annotator1,195,maxsus,update,primary,maxsus,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:34:05+00:00,annotator1,200,nomi,delete,primary,no|m|i,ROOT|POSSESSIVE|POSSESSIVE,|P1SG|P3SG,ROOT|SF010|SF020,0.0.0.0|2.2.2.2|2.2.2.2,
2026-03-13T15:34:07+00:00,annotator1,205,yuz,update,primary,yuz,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:34:12+00:00,annotator1,210,haqining,update,primary,haq|i|ning,ROOT|POSSESSIVE|CASE,|P3SG|GEN,ROOT|SF020|SF031,0.0.0.0|2.2.2.2|3.3.3.3,
2026-03-13T15:34:16+00:00,annotator1,215,ishni,delete,primary,ishn|i,ROOT|POSSESSIVE,|P3SG,ROOT|SF020,0.0.0.0|2.2.2.2,
2026-03-13T15:34:19+00:00,annotator1,220,qarorining,update,primary,qaror|i|ning,ROOT|POSSESSIVE|CASE,|P3SG|GEN,ROOT|SF020|SF031,0.0.0.0|2.2.2.2|3.3.3.3,
2026-03-13T15:34:24+00:00,annotator1,225,quyidagi,update,primary,quy|i|dagi,ROOT|POSSESSIVE|CASE,|P3SG|LOCADJ,ROOT|SF020|SF043,0.0.0.0|2.2.2.2|3.3.3.3,
2026-03-13T15:34:39+00:00,annotator1,230,harbiy,update,primary,harbiy,ROOT,,ROOT,0.0.0.0,u tetst
2026-03-13T15:43:47+00:00,annotator1,235,joriy,update,primary,joriy,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:43:48+00:00,annotator1,240,xalqaro,update,primary,xalqaro,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:44:32+00:00,annotator1,245,qilib,update,primary,qilib,ROOT,,ROOT,0.0.0.0,
2026-03-13T15:44:36+00:00,annotator1,250,haqidagi,update,primary,haq|i|dagi,ROOT|POSSESSIVE|CASE,|P3SG|LOCADJ,ROOT|SF020|SF043,0.0.0.0|2.2.2.2|3.3.3.3,
2026-03-13T15:54:27+00:00,annotator1,255,olishb,update,primary,olish|shunos,ROOT|VERB,|,ROOT|SF400,0.0.0.0|6.6.6.6,
2026-03-13T16:05:32+00:00,annotator1,260,tayyorlash,update,primary,tayyor|siz,ROOT|ADJECTIVE,|WITHOUT,ROOT|SF120,0.0.0.0|4.4.4.4,
